% rocking curve width [FWHM] for Ge220
% Energy(eV), calculated with XOP Xcrystal 1.2
% temperature factor 1, no miscut of mosaicity
6000	91.8
7000	75.4
8000	63.9
9000	55.1
10000	47.9
11000	36.9
12000	34.6
13000	34.2
14000	32.9
16000	30.1
18000	27.5
20000	25
22000	22.9
24000	21.1
27000	18.8
