% rocking curve width [FWHM] for Ge111
% Energy(eV), calculated with XOP Xcrystal 1.2
% temperature factor 1, no miscut of mosaicity
6000	112.6
7000	94.8
8000	81.6
9000	71.3
10000	62.5
11000	49.65
12000	49.9
16000	41.0
18000	36.9
20000	33.4
22000	30.5
24000	28.0
27000	24.9
